hosp_date,age_group,new_hosp
2022-03-02,00-04,493
2022-03-02,00+,12860
2022-03-02,05-14,343
2022-03-02,15-34,1427
2022-03-02,35-59,2435
2022-03-02,60-79,3798
2022-03-02,80+,4364
2022-03-03,00-04,476
2022-03-03,00+,12151
2022-03-03,05-14,247
2022-03-03,15-34,1406
2022-03-03,35-59,2333
2022-03-03,60-79,3569
2022-03-03,80+,4120
2022-03-04,00-04,389
2022-03-04,00+,10632
2022-03-04,05-14,221
2022-03-04,15-34,1117
2022-03-04,35-59,2041
2022-03-04,60-79,3063
2022-03-04,80+,3801
2022-03-05,00-04,436
2022-03-05,00+,11169
2022-03-05,05-14,309
2022-03-05,15-34,1259
2022-03-05,35-59,2280
2022-03-05,60-79,3356
2022-03-05,80+,3529
2022-03-06,00-04,294
2022-03-06,00+,6720
2022-03-06,05-14,195
2022-03-06,15-34,835
2022-03-06,35-59,1226
2022-03-06,60-79,1997
2022-03-06,80+,2173
2022-03-07,00-04,255
2022-03-07,00+,5774
2022-03-07,05-14,194
2022-03-07,15-34,732
2022-03-07,35-59,1140
2022-03-07,60-79,1674
2022-03-07,80+,1779
2022-03-08,00-04,360
2022-03-08,00+,10638
2022-03-08,05-14,254
2022-03-08,15-34,1264
2022-03-08,35-59,2063
2022-03-08,60-79,3244
2022-03-08,80+,3453
2022-03-09,00-04,462
2022-03-09,00+,12309
2022-03-09,05-14,426
2022-03-09,15-34,1475
2022-03-09,35-59,2259
2022-03-09,60-79,3510
2022-03-09,80+,4177
2022-03-10,00-04,382
2022-03-10,00+,10739
2022-03-10,05-14,300
2022-03-10,15-34,1264
2022-03-10,35-59,1806
2022-03-10,60-79,3212
2022-03-10,80+,3775
2022-03-11,00-04,419
2022-03-11,00+,11606
2022-03-11,05-14,311
2022-03-11,15-34,1344
2022-03-11,35-59,2167
2022-03-11,60-79,3519
2022-03-11,80+,3846
2022-03-12,00-04,426
2022-03-12,00+,10813
2022-03-12,05-14,279
2022-03-12,15-34,1263
2022-03-12,35-59,2042
2022-03-12,60-79,3242
2022-03-12,80+,3561
2022-03-13,00-04,378
2022-03-13,00+,7491
2022-03-13,05-14,235
2022-03-13,15-34,966
2022-03-13,35-59,1272
2022-03-13,60-79,2121
2022-03-13,80+,2519
2022-03-14,00-04,276
2022-03-14,00+,6282
2022-03-14,05-14,191
2022-03-14,15-34,788
2022-03-14,35-59,1122
2022-03-14,60-79,1784
2022-03-14,80+,2121
2022-03-15,00-04,456
2022-03-15,00+,12254
2022-03-15,05-14,303
2022-03-15,15-34,1384
2022-03-15,35-59,2204
2022-03-15,60-79,3698
2022-03-15,80+,4209
2022-03-16,00-04,534
2022-03-16,00+,12741
2022-03-16,05-14,390
2022-03-16,15-34,1384
2022-03-16,35-59,2317
2022-03-16,60-79,3654
2022-03-16,80+,4462
2022-03-17,00-04,475
2022-03-17,00+,11634
2022-03-17,05-14,287
2022-03-17,15-34,1361
2022-03-17,35-59,2089
2022-03-17,60-79,3333
2022-03-17,80+,4089
2022-03-18,00-04,513
2022-03-18,00+,12927
2022-03-18,05-14,376
2022-03-18,15-34,1351
2022-03-18,35-59,2330
2022-03-18,60-79,3640
2022-03-18,80+,4717
2022-03-19,00-04,530
2022-03-19,00+,11971
2022-03-19,05-14,341
2022-03-19,15-34,1357
2022-03-19,35-59,1944
2022-03-19,60-79,3502
2022-03-19,80+,4297
2022-03-20,00-04,348
2022-03-20,00+,7973
2022-03-20,05-14,221
2022-03-20,15-34,828
2022-03-20,35-59,1414
2022-03-20,60-79,2380
2022-03-20,80+,2782
2022-03-21,00-04,317
2022-03-21,00+,7465
2022-03-21,05-14,213
2022-03-21,15-34,767
2022-03-21,35-59,1206
2022-03-21,60-79,2271
2022-03-21,80+,2691
2022-03-22,00-04,435
2022-03-22,00+,11629
2022-03-22,05-14,242
2022-03-22,15-34,1194
2022-03-22,35-59,1909
2022-03-22,60-79,3605
2022-03-22,80+,4244
2022-03-23,00-04,441
2022-03-23,00+,13518
2022-03-23,05-14,300
2022-03-23,15-34,1465
2022-03-23,35-59,2451
2022-03-23,60-79,3808
2022-03-23,80+,5053
2022-03-24,00-04,487
2022-03-24,00+,11619
2022-03-24,05-14,283
2022-03-24,15-34,1212
2022-03-24,35-59,1869
2022-03-24,60-79,3505
2022-03-24,80+,4263
2022-03-25,00-04,522
2022-03-25,00+,12350
2022-03-25,05-14,249
2022-03-25,15-34,1224
2022-03-25,35-59,2161
2022-03-25,60-79,3729
2022-03-25,80+,4465
2022-03-26,00-04,452
2022-03-26,00+,11992
2022-03-26,05-14,213
2022-03-26,15-34,1274
2022-03-26,35-59,2001
2022-03-26,60-79,3731
2022-03-26,80+,4321
2022-03-27,00-04,293
2022-03-27,00+,7768
2022-03-27,05-14,158
2022-03-27,15-34,859
2022-03-27,35-59,1347
2022-03-27,60-79,2327
2022-03-27,80+,2784
2022-03-28,00-04,267
2022-03-28,00+,6959
2022-03-28,05-14,158
2022-03-28,15-34,715
2022-03-28,35-59,1215
2022-03-28,60-79,2055
2022-03-28,80+,2549
2022-03-29,00-04,472
2022-03-29,00+,14000
2022-03-29,05-14,328
2022-03-29,15-34,1418
2022-03-29,35-59,2369
2022-03-29,60-79,4229
2022-03-29,80+,5184
2022-03-30,00-04,480
2022-03-30,00+,13925
2022-03-30,05-14,266
2022-03-30,15-34,1364
2022-03-30,35-59,2412
2022-03-30,60-79,4505
2022-03-30,80+,4898
2022-03-31,00-04,448
2022-03-31,00+,12871
2022-03-31,05-14,277
2022-03-31,15-34,1240
2022-03-31,35-59,2174
2022-03-31,60-79,3925
2022-03-31,80+,4807
2022-04-01,00-04,415
2022-04-01,00+,12918
2022-04-01,05-14,290
2022-04-01,15-34,1353
2022-04-01,35-59,2188
2022-04-01,60-79,4028
2022-04-01,80+,4644
2022-04-02,00-04,416
2022-04-02,00+,12565
2022-04-02,05-14,277
2022-04-02,15-34,1155
2022-04-02,35-59,2280
2022-04-02,60-79,3951
2022-04-02,80+,4486
2022-04-03,00-04,275
2022-04-03,00+,7189
2022-04-03,05-14,161
2022-04-03,15-34,738
2022-04-03,35-59,1163
2022-04-03,60-79,2167
2022-04-03,80+,2685
2022-04-04,00-04,236
2022-04-04,00+,6458
2022-04-04,05-14,144
2022-04-04,15-34,599
2022-04-04,35-59,1098
2022-04-04,60-79,1981
2022-04-04,80+,2400
2022-04-05,00-04,446
2022-04-05,00+,12784
2022-04-05,05-14,274
2022-04-05,15-34,1298
2022-04-05,35-59,2095
2022-04-05,60-79,4105
2022-04-05,80+,4566
2022-04-06,00-04,404
2022-04-06,00+,13882
2022-04-06,05-14,332
2022-04-06,15-34,1293
2022-04-06,35-59,2276
2022-04-06,60-79,4331
2022-04-06,80+,5246
2022-04-07,00-04,422
2022-04-07,00+,12288
2022-04-07,05-14,225
2022-04-07,15-34,1237
2022-04-07,35-59,2187
2022-04-07,60-79,3967
2022-04-07,80+,4250
2022-04-08,00-04,373
2022-04-08,00+,11710
2022-04-08,05-14,244
2022-04-08,15-34,1083
2022-04-08,35-59,1902
2022-04-08,60-79,3662
2022-04-08,80+,4446
2022-04-09,00-04,387
2022-04-09,00+,11519
2022-04-09,05-14,203
2022-04-09,15-34,1122
2022-04-09,35-59,1904
2022-04-09,60-79,3693
2022-04-09,80+,4210
2022-04-10,00-04,225
2022-04-10,00+,6511
2022-04-10,05-14,141
2022-04-10,15-34,607
2022-04-10,35-59,1094
2022-04-10,60-79,2050
2022-04-10,80+,2394
2022-04-11,00-04,226
2022-04-11,00+,6126
2022-04-11,05-14,144
2022-04-11,15-34,579
2022-04-11,35-59,1004
2022-04-11,60-79,1920
2022-04-11,80+,2253
2022-04-12,00-04,491
2022-04-12,00+,12390
2022-04-12,05-14,289
2022-04-12,15-34,1260
2022-04-12,35-59,2146
2022-04-12,60-79,3824
2022-04-12,80+,4380
2022-04-13,00-04,400
2022-04-13,00+,12878
2022-04-13,05-14,251
2022-04-13,15-34,1184
2022-04-13,35-59,2235
2022-04-13,60-79,4122
2022-04-13,80+,4686
2022-04-14,00-04,358
2022-04-14,00+,11241
2022-04-14,05-14,226
2022-04-14,15-34,1089
2022-04-14,35-59,1873
2022-04-14,60-79,3530
2022-04-14,80+,4165
2022-04-15,00-04,349
2022-04-15,00+,11546
2022-04-15,05-14,220
2022-04-15,15-34,1129
2022-04-15,35-59,2079
2022-04-15,60-79,3702
2022-04-15,80+,4067
2022-04-16,00-04,216
2022-04-16,00+,5657
2022-04-16,05-14,112
2022-04-16,15-34,555
2022-04-16,35-59,944
2022-04-16,60-79,1767
2022-04-16,80+,2063
2022-04-17,00-04,195
2022-04-17,00+,5221
2022-04-17,05-14,106
2022-04-17,15-34,546
2022-04-17,35-59,859
2022-04-17,60-79,1679
2022-04-17,80+,1836
2022-04-18,00-04,191
2022-04-18,00+,4419
2022-04-18,05-14,102
2022-04-18,15-34,448
2022-04-18,35-59,707
2022-04-18,60-79,1362
2022-04-18,80+,1609
2022-04-19,00-04,134
2022-04-19,00+,3394
2022-04-19,05-14,78
2022-04-19,15-34,347
2022-04-19,35-59,572
2022-04-19,60-79,1100
2022-04-19,80+,1163
2022-04-20,00-04,363
2022-04-20,00+,10498
2022-04-20,05-14,125
2022-04-20,15-34,926
2022-04-20,35-59,1687
2022-04-20,60-79,3418
2022-04-20,80+,3979
2022-04-21,00-04,321
2022-04-21,00+,10054
2022-04-21,05-14,169
2022-04-21,15-34,947
2022-04-21,35-59,1782
2022-04-21,60-79,3055
2022-04-21,80+,3780
2022-04-22,00-04,326
2022-04-22,00+,9744
2022-04-22,05-14,123
2022-04-22,15-34,892
2022-04-22,35-59,1540
2022-04-22,60-79,3124
2022-04-22,80+,3739
2022-04-23,00-04,342
2022-04-23,00+,9193
2022-04-23,05-14,129
2022-04-23,15-34,830
2022-04-23,35-59,1587
2022-04-23,60-79,2950
2022-04-23,80+,3355
2022-04-24,00-04,186
2022-04-24,00+,5365
2022-04-24,05-14,106
2022-04-24,15-34,573
2022-04-24,35-59,881
2022-04-24,60-79,1640
2022-04-24,80+,1979
2022-04-25,00-04,166
2022-04-25,00+,4824
2022-04-25,05-14,78
2022-04-25,15-34,452
2022-04-25,35-59,831
2022-04-25,60-79,1577
2022-04-25,80+,1720
2022-04-26,00-04,387
2022-04-26,00+,11652
2022-04-26,05-14,209
2022-04-26,15-34,1138
2022-04-26,35-59,2012
2022-04-26,60-79,3682
2022-04-26,80+,4224
2022-04-27,00-04,324
2022-04-27,00+,10653
2022-04-27,05-14,136
2022-04-27,15-34,967
2022-04-27,35-59,1901
2022-04-27,60-79,3325
2022-04-27,80+,4000
2022-04-28,00-04,285
2022-04-28,00+,9640
2022-04-28,05-14,188
2022-04-28,15-34,957
2022-04-28,35-59,1564
2022-04-28,60-79,3203
2022-04-28,80+,3443
2022-04-29,00-04,297
2022-04-29,00+,9197
2022-04-29,05-14,169
2022-04-29,15-34,910
2022-04-29,35-59,1705
2022-04-29,60-79,2904
2022-04-29,80+,3212
2022-04-30,00-04,290
2022-04-30,00+,7953
2022-04-30,05-14,99
2022-04-30,15-34,800
2022-04-30,35-59,1373
2022-04-30,60-79,2470
2022-04-30,80+,2921
2022-05-01,00-04,131
2022-05-01,00+,4311
2022-05-01,05-14,75
2022-05-01,15-34,416
2022-05-01,35-59,725
2022-05-01,60-79,1323
2022-05-01,80+,1641
2022-05-02,00-04,129
2022-05-02,00+,3649
2022-05-02,05-14,59
2022-05-02,15-34,357
2022-05-02,35-59,626
2022-05-02,60-79,1165
2022-05-02,80+,1313
2022-05-03,00-04,309
2022-05-03,00+,8973
2022-05-03,05-14,128
2022-05-03,15-34,876
2022-05-03,35-59,1400
2022-05-03,60-79,2815
2022-05-03,80+,3445
2022-05-04,00-04,238
2022-05-04,00+,8427
2022-05-04,05-14,150
2022-05-04,15-34,735
2022-05-04,35-59,1477
2022-05-04,60-79,2789
2022-05-04,80+,3038
2022-05-05,00-04,216
2022-05-05,00+,7657
2022-05-05,05-14,176
2022-05-05,15-34,616
2022-05-05,35-59,1229
2022-05-05,60-79,2571
2022-05-05,80+,2849
2022-05-06,00-04,221
2022-05-06,00+,7700
2022-05-06,05-14,165
2022-05-06,15-34,751
2022-05-06,35-59,1283
2022-05-06,60-79,2423
2022-05-06,80+,2857
2022-05-07,00-04,167
2022-05-07,00+,7354
2022-05-07,05-14,157
2022-05-07,15-34,644
2022-05-07,35-59,1197
2022-05-07,60-79,2332
2022-05-07,80+,2857
2022-05-08,00-04,137
2022-05-08,00+,3644
2022-05-08,05-14,72
2022-05-08,15-34,336
2022-05-08,35-59,572
2022-05-08,60-79,1172
2022-05-08,80+,1355
2022-05-09,00-04,103
2022-05-09,00+,3207
2022-05-09,05-14,61
2022-05-09,15-34,284
2022-05-09,35-59,517
2022-05-09,60-79,1039
2022-05-09,80+,1203
2022-05-10,00-04,256
2022-05-10,00+,8920
2022-05-10,05-14,190
2022-05-10,15-34,860
2022-05-10,35-59,1694
2022-05-10,60-79,2826
2022-05-10,80+,3094
2022-05-11,00-04,239
2022-05-11,00+,8355
2022-05-11,05-14,161
2022-05-11,15-34,776
2022-05-11,35-59,1479
2022-05-11,60-79,2803
2022-05-11,80+,2897
2022-05-12,00-04,203
2022-05-12,00+,6820
2022-05-12,05-14,180
2022-05-12,15-34,594
2022-05-12,35-59,1102
2022-05-12,60-79,2290
2022-05-12,80+,2451
2022-05-13,00-04,236
2022-05-13,00+,8098
2022-05-13,05-14,145
2022-05-13,15-34,807
2022-05-13,35-59,1410
2022-05-13,60-79,2584
2022-05-13,80+,2916
2022-05-14,00-04,203
2022-05-14,00+,5999
2022-05-14,05-14,164
2022-05-14,15-34,526
2022-05-14,35-59,1025
2022-05-14,60-79,1959
2022-05-14,80+,2122
2022-05-15,00-04,126
2022-05-15,00+,3250
2022-05-15,05-14,81
2022-05-15,15-34,320
2022-05-15,35-59,558
2022-05-15,60-79,1019
2022-05-15,80+,1146
2022-05-16,00-04,127
2022-05-16,00+,2973
2022-05-16,05-14,77
2022-05-16,15-34,288
2022-05-16,35-59,515
2022-05-16,60-79,942
2022-05-16,80+,1024
2022-05-17,00-04,220
2022-05-17,00+,6818
2022-05-17,05-14,186
2022-05-17,15-34,641
2022-05-17,35-59,1158
2022-05-17,60-79,2076
2022-05-17,80+,2537
2022-05-18,00-04,153
2022-05-18,00+,6472
2022-05-18,05-14,191
2022-05-18,15-34,640
2022-05-18,35-59,1134
2022-05-18,60-79,2245
2022-05-18,80+,2109
2022-05-19,00-04,300
2022-05-19,00+,7411
2022-05-19,05-14,225
2022-05-19,15-34,757
2022-05-19,35-59,1297
2022-05-19,60-79,2336
2022-05-19,80+,2496
2022-05-20,00-04,194
2022-05-20,00+,5802
2022-05-20,05-14,120
2022-05-20,15-34,598
2022-05-20,35-59,966
2022-05-20,60-79,1759
2022-05-20,80+,2165
2022-05-21,00-04,118
2022-05-21,00+,4992
2022-05-21,05-14,106
2022-05-21,15-34,550
2022-05-21,35-59,793
2022-05-21,60-79,1633
2022-05-21,80+,1792
2022-05-22,00-04,80
2022-05-22,00+,2463
2022-05-22,05-14,76
2022-05-22,15-34,284
2022-05-22,35-59,420
2022-05-22,60-79,758
2022-05-22,80+,845
2022-05-23,00-04,75
2022-05-23,00+,2410
2022-05-23,05-14,73
2022-05-23,15-34,261
2022-05-23,35-59,392
2022-05-23,60-79,768
2022-05-23,80+,841
2022-05-24,00-04,170
2022-05-24,00+,6219
2022-05-24,05-14,166
2022-05-24,15-34,586
2022-05-24,35-59,991
2022-05-24,60-79,2191
2022-05-24,80+,2115
2022-05-25,00-04,139
2022-05-25,00+,5008
2022-05-25,05-14,122
2022-05-25,15-34,438
2022-05-25,35-59,821
2022-05-25,60-79,1875
2022-05-25,80+,1613
2022-05-26,00-04,142
2022-05-26,00+,4819
2022-05-26,05-14,108
2022-05-26,15-34,410
2022-05-26,35-59,960
2022-05-26,60-79,1646
2022-05-26,80+,1553
2022-05-27,00-04,65
2022-05-27,00+,1628
2022-05-27,05-14,29
2022-05-27,15-34,167
2022-05-27,35-59,255
2022-05-27,60-79,543
2022-05-27,80+,569
2022-05-28,00-04,137
2022-05-28,00+,4017
2022-05-28,05-14,97
2022-05-28,15-34,416
2022-05-28,35-59,685
2022-05-28,60-79,1337
2022-05-28,80+,1345
2022-05-29,00-04,61
2022-05-29,00+,1692
2022-05-29,05-14,29
2022-05-29,15-34,167
2022-05-29,35-59,251
2022-05-29,60-79,587
2022-05-29,80+,597
2022-05-30,00-04,58
2022-05-30,00+,1439
2022-05-30,05-14,27
2022-05-30,15-34,158
2022-05-30,35-59,234
2022-05-30,60-79,483
2022-05-30,80+,479
2022-05-31,00-04,193
2022-05-31,00+,5131
2022-05-31,05-14,127
2022-05-31,15-34,628
2022-05-31,35-59,820
2022-05-31,60-79,1594
2022-05-31,80+,1769
2022-06-01,00-04,159
2022-06-01,00+,4284
2022-06-01,05-14,91
2022-06-01,15-34,510
2022-06-01,35-59,780
2022-06-01,60-79,1324
2022-06-01,80+,1420
2022-06-02,00-04,137
2022-06-02,00+,4460
2022-06-02,05-14,76
2022-06-02,15-34,539
2022-06-02,35-59,819
2022-06-02,60-79,1424
2022-06-02,80+,1465
2022-06-03,00-04,242
2022-06-03,00+,5325
2022-06-03,05-14,123
2022-06-03,15-34,729
2022-06-03,35-59,1196
2022-06-03,60-79,1536
2022-06-03,80+,1499
2022-06-04,00-04,159
2022-06-04,00+,4631
2022-06-04,05-14,86
2022-06-04,15-34,544
2022-06-04,35-59,960
2022-06-04,60-79,1426
2022-06-04,80+,1456
2022-06-05,00-04,73
2022-06-05,00+,1878
2022-06-05,05-14,31
2022-06-05,15-34,239
2022-06-05,35-59,344
2022-06-05,60-79,593
2022-06-05,80+,598
2022-06-06,00-04,69
2022-06-06,00+,1956
2022-06-06,05-14,37
2022-06-06,15-34,250
2022-06-06,35-59,385
2022-06-06,60-79,600
2022-06-06,80+,615
2022-06-07,00-04,47
2022-06-07,00+,1283
2022-06-07,05-14,18
2022-06-07,15-34,163
2022-06-07,35-59,232
2022-06-07,60-79,421
2022-06-07,80+,402
2022-06-08,00-04,126
2022-06-08,00+,4802
2022-06-08,05-14,99
2022-06-08,15-34,481
2022-06-08,35-59,735
2022-06-08,60-79,1665
2022-06-08,80+,1696
2022-06-09,00-04,120
2022-06-09,00+,4645
2022-06-09,05-14,93
2022-06-09,15-34,451
2022-06-09,35-59,700
2022-06-09,60-79,1567
2022-06-09,80+,1714
2022-06-10,00-04,160
2022-06-10,00+,4439
2022-06-10,05-14,96
2022-06-10,15-34,363
2022-06-10,35-59,853
2022-06-10,60-79,1413
2022-06-10,80+,1554
2022-06-11,00-04,191
2022-06-11,00+,4416
2022-06-11,05-14,94
2022-06-11,15-34,488
2022-06-11,35-59,871
2022-06-11,60-79,1353
2022-06-11,80+,1419
2022-06-12,00-04,84
2022-06-12,00+,2276
2022-06-12,05-14,40
2022-06-12,15-34,250
2022-06-12,35-59,401
2022-06-12,60-79,735
2022-06-12,80+,766
2022-06-13,00-04,83
2022-06-13,00+,2309
2022-06-13,05-14,40
2022-06-13,15-34,258
2022-06-13,35-59,409
2022-06-13,60-79,755
2022-06-13,80+,764
2022-06-14,00-04,238
2022-06-14,00+,6246
2022-06-14,05-14,114
2022-06-14,15-34,792
2022-06-14,35-59,1089
2022-06-14,60-79,2019
2022-06-14,80+,1994
2022-06-15,00-04,210
2022-06-15,00+,5415
2022-06-15,05-14,70
2022-06-15,15-34,690
2022-06-15,35-59,1031
2022-06-15,60-79,1685
2022-06-15,80+,1729
2022-06-16,00-04,186
2022-06-16,00+,5438
2022-06-16,05-14,103
2022-06-16,15-34,658
2022-06-16,35-59,1044
2022-06-16,60-79,1568
2022-06-16,80+,1879
2022-06-17,00-04,154
2022-06-17,00+,3224
2022-06-17,05-14,51
2022-06-17,15-34,404
2022-06-17,35-59,570
2022-06-17,60-79,982
2022-06-17,80+,1063
2022-06-18,00-04,204
2022-06-18,00+,5448
2022-06-18,05-14,82
2022-06-18,15-34,597
2022-06-18,35-59,982
2022-06-18,60-79,1778
2022-06-18,80+,1805
2022-06-19,00-04,123
2022-06-19,00+,2620
2022-06-19,05-14,51
2022-06-19,15-34,324
2022-06-19,35-59,462
2022-06-19,60-79,815
2022-06-19,80+,845
2022-06-20,00-04,118
2022-06-20,00+,2614
2022-06-20,05-14,55
2022-06-20,15-34,312
2022-06-20,35-59,454
2022-06-20,60-79,830
2022-06-20,80+,845
2022-06-21,00-04,327
2022-06-21,00+,6926
2022-06-21,05-14,105
2022-06-21,15-34,838
2022-06-21,35-59,1324
2022-06-21,60-79,2132
2022-06-21,80+,2200
2022-06-22,00-04,259
2022-06-22,00+,6774
2022-06-22,05-14,127
2022-06-22,15-34,699
2022-06-22,35-59,1272
2022-06-22,60-79,2092
2022-06-22,80+,2325
2022-06-23,00-04,222
2022-06-23,00+,6506
2022-06-23,05-14,117
2022-06-23,15-34,624
2022-06-23,35-59,1178
2022-06-23,60-79,2127
2022-06-23,80+,2238
2022-06-24,00-04,262
2022-06-24,00+,7321
2022-06-24,05-14,143
2022-06-24,15-34,884
2022-06-24,35-59,1413
2022-06-24,60-79,2207
2022-06-24,80+,2412
2022-06-25,00-04,329
2022-06-25,00+,6455
2022-06-25,05-14,116
2022-06-25,15-34,764
2022-06-25,35-59,1141
2022-06-25,60-79,1998
2022-06-25,80+,2107
2022-06-26,00-04,176
2022-06-26,00+,4084
2022-06-26,05-14,74
2022-06-26,15-34,475
2022-06-26,35-59,762
2022-06-26,60-79,1257
2022-06-26,80+,1340
2022-06-27,00-04,166
2022-06-27,00+,3894
2022-06-27,05-14,71
2022-06-27,15-34,457
2022-06-27,35-59,739
2022-06-27,60-79,1198
2022-06-27,80+,1263
2022-06-28,00-04,309
2022-06-28,00+,8213
2022-06-28,05-14,143
2022-06-28,15-34,992
2022-06-28,35-59,1437
2022-06-28,60-79,2446
2022-06-28,80+,2886
2022-06-29,00-04,298
2022-06-29,00+,7793
2022-06-29,05-14,130
2022-06-29,15-34,878
2022-06-29,35-59,1271
2022-06-29,60-79,2392
2022-06-29,80+,2824
2022-06-30,00-04,306
2022-06-30,00+,7816
2022-06-30,05-14,132
2022-06-30,15-34,917
2022-06-30,35-59,1236
2022-06-30,60-79,2474
2022-06-30,80+,2751
2022-07-01,00-04,360
2022-07-01,00+,8212
2022-07-01,05-14,134
2022-07-01,15-34,859
2022-07-01,35-59,1370
2022-07-01,60-79,2636
2022-07-01,80+,2853
2022-07-02,00-04,361
2022-07-02,00+,7408
2022-07-02,05-14,116
2022-07-02,15-34,784
2022-07-02,35-59,1242
2022-07-02,60-79,2371
2022-07-02,80+,2534
2022-07-03,00-04,205
2022-07-03,00+,4333
2022-07-03,05-14,74
2022-07-03,15-34,458
2022-07-03,35-59,701
2022-07-03,60-79,1400
2022-07-03,80+,1495
2022-07-04,00-04,205
2022-07-04,00+,4232
2022-07-04,05-14,71
2022-07-04,15-34,460
2022-07-04,35-59,702
2022-07-04,60-79,1360
2022-07-04,80+,1434
2022-07-05,00-04,351
2022-07-05,00+,11077
2022-07-05,05-14,199
2022-07-05,15-34,1239
2022-07-05,35-59,2064
2022-07-05,60-79,3665
2022-07-05,80+,3559
2022-07-06,00-04,291
2022-07-06,00+,8979
2022-07-06,05-14,165
2022-07-06,15-34,922
2022-07-06,35-59,1609
2022-07-06,60-79,2757
2022-07-06,80+,3235
2022-07-07,00-04,291
2022-07-07,00+,8601
2022-07-07,05-14,142
2022-07-07,15-34,830
2022-07-07,35-59,1633
2022-07-07,60-79,2842
2022-07-07,80+,2863
2022-07-08,00-04,332
2022-07-08,00+,7872
2022-07-08,05-14,101
2022-07-08,15-34,670
2022-07-08,35-59,1221
2022-07-08,60-79,2496
2022-07-08,80+,3052
2022-07-09,00-04,289
2022-07-09,00+,8054
2022-07-09,05-14,104
2022-07-09,15-34,823
2022-07-09,35-59,1542
2022-07-09,60-79,2587
2022-07-09,80+,2709
2022-07-10,00-04,199
2022-07-10,00+,4790
2022-07-10,05-14,89
2022-07-10,15-34,464
2022-07-10,35-59,917
2022-07-10,60-79,1532
2022-07-10,80+,1589
2022-07-11,00-04,189
2022-07-11,00+,4930
2022-07-11,05-14,82
2022-07-11,15-34,462
2022-07-11,35-59,986
2022-07-11,60-79,1547
2022-07-11,80+,1664
2022-07-12,00-04,344
2022-07-12,00+,10115
2022-07-12,05-14,210
2022-07-12,15-34,991
2022-07-12,35-59,1587
2022-07-12,60-79,3390
2022-07-12,80+,3593
2022-07-13,00-04,319
2022-07-13,00+,9372
2022-07-13,05-14,122
2022-07-13,15-34,856
2022-07-13,35-59,1525
2022-07-13,60-79,3172
2022-07-13,80+,3378
2022-07-14,00-04,400
2022-07-14,00+,10474
2022-07-14,05-14,114
2022-07-14,15-34,1035
2022-07-14,35-59,1785
2022-07-14,60-79,3394
2022-07-14,80+,3746
2022-07-15,00-04,298
2022-07-15,00+,9480
2022-07-15,05-14,178
2022-07-15,15-34,883
2022-07-15,35-59,1607
2022-07-15,60-79,2975
2022-07-15,80+,3539
2022-07-16,00-04,365
2022-07-16,00+,10736
2022-07-16,05-14,172
2022-07-16,15-34,953
2022-07-16,35-59,1794
2022-07-16,60-79,3440
2022-07-16,80+,4012
2022-07-17,00-04,228
2022-07-17,00+,5856
2022-07-17,05-14,96
2022-07-17,15-34,550
2022-07-17,35-59,949
2022-07-17,60-79,1888
2022-07-17,80+,2145
2022-07-18,00-04,214
2022-07-18,00+,5545
2022-07-18,05-14,89
2022-07-18,15-34,525
2022-07-18,35-59,900
2022-07-18,60-79,1792
2022-07-18,80+,2025
2022-07-19,00-04,354
2022-07-19,00+,11137
2022-07-19,05-14,151
2022-07-19,15-34,1151
2022-07-19,35-59,1766
2022-07-19,60-79,3435
2022-07-19,80+,4280
2022-07-20,00-04,430
2022-07-20,00+,10604
2022-07-20,05-14,141
2022-07-20,15-34,899
2022-07-20,35-59,1685
2022-07-20,60-79,3418
2022-07-20,80+,4031
2022-07-21,00-04,375
2022-07-21,00+,11220
2022-07-21,05-14,155
2022-07-21,15-34,981
2022-07-21,35-59,1727
2022-07-21,60-79,3764
2022-07-21,80+,4218
2022-07-22,00-04,390
2022-07-22,00+,11745
2022-07-22,05-14,178
2022-07-22,15-34,1057
2022-07-22,35-59,1812
2022-07-22,60-79,3814
2022-07-22,80+,4494
2022-07-23,00-04,399
2022-07-23,00+,12004
2022-07-23,05-14,173
2022-07-23,15-34,1063
2022-07-23,35-59,1869
2022-07-23,60-79,3773
2022-07-23,80+,4727
2022-07-24,00-04,247
2022-07-24,00+,6194
2022-07-24,05-14,86
2022-07-24,15-34,591
2022-07-24,35-59,960
2022-07-24,60-79,1906
2022-07-24,80+,2404
2022-07-25,00-04,232
2022-07-25,00+,5896
2022-07-25,05-14,83
2022-07-25,15-34,557
2022-07-25,35-59,927
2022-07-25,60-79,1801
2022-07-25,80+,2296
2022-07-26,00-04,445
2022-07-26,00+,12892
2022-07-26,05-14,149
2022-07-26,15-34,1113
2022-07-26,35-59,2034
2022-07-26,60-79,4167
2022-07-26,80+,4984
2022-07-27,00-04,519
2022-07-27,00+,13424
2022-07-27,05-14,246
2022-07-27,15-34,1160
2022-07-27,35-59,1961
2022-07-27,60-79,4128
2022-07-27,80+,5410
2022-07-28,00-04,416
2022-07-28,00+,11385
2022-07-28,05-14,153
2022-07-28,15-34,991
2022-07-28,35-59,1538
2022-07-28,60-79,3794
2022-07-28,80+,4493
2022-07-29,00-04,352
2022-07-29,00+,11357
2022-07-29,05-14,125
2022-07-29,15-34,991
2022-07-29,35-59,1703
2022-07-29,60-79,3793
2022-07-29,80+,4393
2022-07-30,00-04,362
2022-07-30,00+,11054
2022-07-30,05-14,119
2022-07-30,15-34,972
2022-07-30,35-59,1537
